Gene_ID	GO_ID
LG20g964	GO:0005085,GO:0005515
LG20g971	GO:0003723,GO:1990817
LG20g974	GO:0030246
LG20g976	GO:0016409
LG20g978	GO:0003677
LG20g985	GO:0030170,GO:0009058
LG20g986	GO:0000398,GO:0005681
LG218g2	GO:0051603,GO:0005839
LG218g3	GO:0051603,GO:0005839
LG21g1001	GO:0055085,GO:0015297,GO:0042910,GO:0016020
LG21g1005	GO:0055085,GO:0015297,GO:0042910,GO:0016020
LG21g1006	GO:0006355,GO:0016592,GO:0003712
LG21g1007	GO:0022857,GO:0016020,GO:0055085
LG21g1014	GO:0005515,GO:0055085,GO:0016020
LG21g1015	GO:0007186,GO:0016020,GO:0004930
LG21g1018	GO:0007186,GO:0016020,GO:0004930
LG21g102	GO:0005515,GO:0006289,GO:0043161,GO:0003684
LG21g1025	GO:0016020,GO:0006811,GO:0005230
LG21g1027	GO:0000381
LG21g1028	GO:0016311
LG21g1029	GO:0005515
LG21g1031	GO:0006468,GO:0005524,GO:0004672
LG21g1035	GO:0009058,GO:0003824
LG21g1037	GO:0005515
LG21g1042	GO:0005515
LG21g1045	GO:0006955,GO:0019882,GO:0016020,GO:0006886,GO:0042289
LG21g1046	GO:0006412,GO:0005840,GO:0003735
LG21g1047	GO:0008146,GO:0016787,GO:0015016
LG21g1050	GO:0003723
LG21g1051	GO:0030018
LG21g1052	GO:0005525,GO:0003924
LG21g1054	GO:0007165
LG21g1056	GO:0005436,GO:0016020,GO:0044341
LG21g1057	GO:0007186,GO:0016020,GO:0004930
LG21g1059	GO:0003824
LG21g1063	GO:0004222,GO:0006508
LG21g1070	GO:0097367,GO:1901135
LG21g1073	GO:0006468,GO:0005524,GO:0004672
LG21g1074	GO:0007165
LG21g1076	GO:0006468,GO:0005524,GO:0004672
LG21g1080	GO:0007165,GO:0016020
LG21g1085	GO:0007165,GO:0016020
LG21g1096	GO:0006352,GO:0030880
LG21g1098	GO:0005515,GO:0046872,GO:0016702
LG21g11	GO:0019236,GO:0007186
LG21g1101	GO:0006468,GO:0005524,GO:0004672
LG21g1112	GO:0022857,GO:0055085,GO:0016020
LG21g1117	GO:0005515
LG21g1118	GO:0000339,GO:0048255
LG21g1120	GO:0008610,GO:0016491,GO:0005506
LG21g1121	GO:0003677
LG21g1122	GO:0003677
LG21g1123	GO:0008124,GO:0006729
LG21g1126	GO:0003824
LG21g1134	GO:0003676,GO:0005524
LG21g1136	GO:0008270,GO:0030127,GO:0006888,GO:0006886
LG21g1137	GO:0005525,GO:0003924
LG21g1138	GO:0022857,GO:0055085,GO:0016020
LG21g1140	GO:0000976
LG21g1148	GO:0003676
LG21g1156	GO:0016787
LG21g1157	GO:0006511
LG21g116	GO:0005515
LG21g1163	GO:0007165,GO:0005515
LG21g1164	GO:0007264,GO:0005085
LG21g1165	GO:0007264,GO:0005085
LG21g1167	GO:0005509,GO:0005515
LG21g1177	GO:0005741,GO:0055085
LG21g119	GO:0003924,GO:0005525
LG21g1190	GO:0008017,GO:0007018,GO:0003777,GO:0005524
LG21g1194	GO:0005515,GO:0008237,GO:0008233
LG21g1197	GO:0016020,GO:0006811,GO:0005230
LG21g120	GO:0016459
LG21g1202	GO:0003924,GO:0005525
LG21g1203	GO:0003924,GO:0005525
LG21g1204	GO:0003924,GO:0005525
LG21g1207	GO:0016868,GO:0005975
LG21g1209	GO:0003924,GO:0005525
LG21g121	GO:0046983
LG21g1210	GO:0005524,GO:0016887,GO:0016020,GO:0140359
LG21g1211	GO:0006465,GO:0016020,GO:0005787
LG21g1214	GO:0036211
LG21g1227	GO:0007186,GO:0016020,GO:0004930
LG21g1228	GO:0016020
LG21g1230	GO:0046983
LG21g1232	GO:0006508,GO:0004222
LG21g1233	GO:0006814,GO:0006813,GO:0005890
LG21g1234	GO:0005667,GO:0006355
LG21g1237	GO:0003723
LG21g1247	GO:0005737,GO:0005515
LG21g1248	GO:0008083
LG21g1252	GO:0009966,GO:0016020,GO:0007275
LG21g1255	GO:0030001,GO:0007034
LG21g1256	GO:0005515
LG21g1257	GO:0007186,GO:0016020,GO:0004930
LG21g1259	GO:0016020,GO:0006811,GO:0005230
LG21g1263	GO:0003677,GO:0005634,GO:0006355,GO:0005496,GO:0042921,GO:0004883,GO:0008270,GO:0003700,GO:0043565
LG21g1264	GO:0016020
LG21g1265	GO:0051260
LG21g1275	GO:0006418,GO:0005524,GO:0004812,GO:0000166
LG21g1276	GO:0046872
LG21g1278	GO:0006355,GO:0003700,GO:0003677
LG21g1279	GO:0006955,GO:0005136,GO:0005576,GO:0008083
LG21g128	GO:0004812,GO:0006418,GO:0005524,GO:0000166,GO:0003676
LG21g1283	GO:0006302,GO:0016887
LG21g1292	GO:0007186,GO:0016020,GO:0004930
LG21g130	GO:0004325,GO:0006783
LG21g1304	GO:0003677
LG21g131	GO:0004325,GO:0006783
LG21g1310	GO:0032051,GO:0048268,GO:0016020
LG21g1313	GO:0003723
LG21g1316	GO:0016670,GO:0030328
LG21g1322	GO:0005524
LG21g1323	GO:0008270,GO:0005515
LG21g1324	GO:0004521
LG21g1325	GO:0016020,GO:0006811,GO:0005230
LG21g1327	GO:0016020,GO:0006811,GO:0005230
LG21g1331	GO:0016020,GO:0006811,GO:0005230
LG21g1332	GO:0016020,GO:0006811,GO:0005230
LG21g1339	GO:0016787
LG21g1340	GO:0006468,GO:0005524,GO:0004672
LG21g1343	GO:0006468,GO:0005524,GO:0004672
LG21g1345	GO:0004674
LG21g1346	GO:0005515,GO:0035091
LG21g137	GO:0008373,GO:0006486
LG21g1373	GO:0005783,GO:0004656
LG21g1387	GO:0006468,GO:0005524,GO:0004672,GO:0005516,GO:0004683
LG21g1390	GO:0016887,GO:0005524,GO:0140662
LG21g1392	GO:0005634
LG21g1394	GO:0051015
LG21g1395	GO:0005515
LG21g1396	GO:0005525
LG21g1402	GO:0006468,GO:0005524,GO:0004672
LG21g1408	GO:0008234,GO:0019786
LG21g144	GO:0005515
LG21g147	GO:0005515
LG21g153	GO:0016020
LG21g154	GO:0016020
LG21g16	GO:0006357
LG21g168	GO:0015936,GO:0004420
LG21g169	GO:0008289
LG21g171	GO:0022857,GO:0055085
LG21g172	GO:0022857,GO:0055085
LG21g173	GO:0005515
LG21g175	GO:0016538
LG21g182	GO:0007186,GO:0016020,GO:0004930
LG21g183	GO:0005515
LG21g185	GO:0003723
LG21g186	GO:0005515
LG21g195	GO:0005515,GO:0003723
LG21g196	GO:0006355
LG21g199	GO:0015031,GO:0016020
LG21g200	GO:0016887,GO:0005524
LG21g203	GO:0008373,GO:0006486
LG21g204	GO:0008373,GO:0006486
LG21g205	GO:0008053
LG21g208	GO:0004386
LG21g211	GO:0007264,GO:0005085
LG21g212	GO:0005524,GO:0016301
LG21g213	GO:0008270
LG21g214	GO:0005515
LG21g217	GO:0017056
LG21g219	GO:0005815
LG21g221	GO:0008017,GO:0031175,GO:0005516,GO:0030507
LG21g223	GO:0005515
LG21g224	GO:0030154,GO:0016020
LG21g227	GO:0006813,GO:0016020
LG21g228	GO:0016758,GO:0016020,GO:0006486
LG21g233	GO:0005524,GO:0015986,GO:0046034,GO:1902600
LG21g234	GO:0005509,GO:0007155,GO:0005576
LG21g236	GO:0005840,GO:0003735,GO:0006412
LG21g237	GO:0008373,GO:0006486
LG21g238	GO:0005515
LG21g239	GO:0005515
LG21g24	GO:0006468,GO:0005524,GO:0004672
LG21g240	GO:0043248
LG21g245	GO:0005201
LG21g247	GO:0003723
LG21g257	GO:2001070
LG21g258	GO:0005515
LG21g260	GO:0051015
LG21g265	GO:0007186,GO:0016020,GO:0004930
LG21g266	GO:0005515
LG21g267	GO:0005840,GO:0006412,GO:0003735
LG21g271	GO:0016020
LG21g276	GO:0016020,GO:0006820,GO:0008509
LG21g277	GO:0006468,GO:0005524,GO:0004672
LG21g282	GO:0005515
LG21g285	GO:0005201
LG21g290	GO:0006412,GO:0003735,GO:0005840
LG21g293	GO:0016746
LG21g296	GO:0030117,GO:0006886,GO:0016192
LG21g298	GO:0007021,GO:0048487,GO:0007023
LG21g299	GO:0003677
LG21g3	GO:0004611,GO:0006094
LG21g300	GO:0005515
LG21g301	GO:0007165,GO:0004114,GO:0006355
LG21g302	GO:0005515,GO:0003676
LG21g307	GO:0008610,GO:0016491,GO:0005506
LG21g308	GO:0007186,GO:0016020,GO:0004930
LG21g309	GO:0007186,GO:0016020,GO:0004930
LG21g310	GO:0007186,GO:0016020,GO:0004930
LG21g311	GO:0007186,GO:0016020,GO:0004930
LG21g312	GO:0007186,GO:0016020,GO:0004930
LG21g313	GO:0007186,GO:0016020,GO:0004930
LG21g315	GO:0007186,GO:0016020,GO:0004930
LG21g319	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG21g320	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG21g321	GO:0051603,GO:0005839
LG21g322	GO:0006468,GO:0005524,GO:0004672
LG21g323	GO:0003677
LG21g326	GO:0006508,GO:0004197
LG21g33	GO:0016579,GO:0004843
LG21g334	GO:0004725,GO:0006470,GO:0005515
LG21g336	GO:0006468,GO:0005524,GO:0004672
LG21g337	GO:0007165
LG21g339	GO:0005576
LG21g340	GO:0004842,GO:0005515
LG21g341	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG21g344	GO:0016020
LG21g345	GO:0019905,GO:0006836
LG21g346	GO:0003677
LG21g347	GO:0007218
LG21g349	GO:0016747
LG21g350	GO:0005524,GO:0006468,GO:0004674
LG21g351	GO:0004842,GO:0005515
LG21g355	GO:0005515
LG21g356	GO:0030170,GO:0008483
LG21g359	GO:0003677
LG21g36	GO:0003676,GO:0005524
LG21g367	GO:0051537,GO:0008203,GO:0016491
LG21g369	GO:0016020,GO:0015276
LG21g370	GO:0016787
LG21g373	GO:0008236,GO:0006508,GO:0004252
LG21g374	GO:0008023,GO:0006368
LG21g376	GO:0005515
LG21g387	GO:0015267,GO:0016020,GO:0055085
LG21g392	GO:0003723
LG21g4	GO:0004611,GO:0006094
LG21g405	GO:0005975,GO:0004553
LG21g41	GO:0005515
LG21g410	GO:0005515
LG21g411	GO:0005515
LG21g412	GO:0005515
LG21g413	GO:0005509
LG21g415	GO:0005634,GO:0006334
LG21g416	GO:0005515
LG21g417	GO:0007186,GO:0016020,GO:0004930
LG21g419	GO:0006468,GO:0005524,GO:0004672
LG21g420	GO:0006468,GO:0004672
LG21g423	GO:0006629
LG21g426	GO:0006355,GO:0003700,GO:0003677
LG21g427	GO:0016020
LG21g428	GO:0005509,GO:0016020,GO:0004571
LG21g429	GO:0035434,GO:0005375,GO:0016020
LG21g43	GO:0005515
LG21g431	GO:0016192
LG21g434	GO:0005515
LG21g435	GO:0005509,GO:0016020,GO:0004571
LG21g436	GO:0005201
LG21g437	GO:0005516,GO:0008017,GO:0005874,GO:0000226
LG21g438	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG21g439	GO:0005515,GO:0005634,GO:0008270,GO:0042054
LG21g44	GO:0007186,GO:0016020,GO:0004930
LG21g442	GO:0004356,GO:0006542
LG21g444	GO:0016020,GO:0005515
LG21g447	GO:0003723,GO:0009451,GO:0009982,GO:0001522
LG21g448	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG21g449	GO:0006508,GO:0031012,GO:0008270,GO:0004222
LG21g450	GO:0003723,GO:0006396
LG21g452	GO:0003677,GO:0006313,GO:0004803
LG21g458	GO:0006338,GO:0000228
LG21g459	GO:0006508,GO:0031012,GO:0008270,GO:0004222
LG21g469	GO:0004725,GO:0006470
LG21g470	GO:0004725,GO:0006470
LG21g471	GO:0004725,GO:0006470
LG21g473	GO:0016757,GO:0016020
LG21g476	GO:0003677
LG21g481	GO:0007186,GO:0016020,GO:0004930
LG21g482	GO:0005515,GO:0007165
LG21g483	GO:0005515,GO:0007165
LG21g486	GO:0015267,GO:0016020,GO:0055085
LG21g489	GO:0005856,GO:0005885,GO:0034314
LG21g492	GO:0007165,GO:0005085,GO:0006468,GO:0005096,GO:0004674
LG21g497	GO:0003677
LG21g501	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG21g502	GO:0005515
LG21g503	GO:0005515
LG21g504	GO:0005515
LG21g505	GO:0005085,GO:0005515
LG21g511	GO:0005515
LG21g512	GO:0005515
LG21g518	GO:0050290
LG21g519	GO:0050290
LG21g523	GO:0005515
LG21g526	GO:0005882
LG21g527	GO:0003735,GO:0006412,GO:0005840
LG21g528	GO:0003677
LG21g532	GO:0016746
LG21g534	GO:0005840,GO:0006412,GO:0003735
LG21g535	GO:0003676,GO:0005524
LG21g536	GO:0016798,GO:0016020
LG21g538	GO:0003824
LG21g54	GO:0005634
LG21g541	GO:0007186,GO:0016020,GO:0004930
LG21g542	GO:0006508,GO:0004252,GO:0005515
LG21g544	GO:0008083
LG21g545	GO:0008083
LG21g550	GO:0005515
LG21g552	GO:0005515
LG21g553	GO:0005515
LG21g556	GO:0005515,GO:0003950
LG21g557	GO:0016311
LG21g559	GO:0007186,GO:0016020,GO:0004930
LG21g560	GO:0016020
LG21g562	GO:0007165,GO:0004114,GO:0005515
LG21g563	GO:0015986,GO:0015078
LG21g569	GO:0016020
LG21g572	GO:0006468,GO:0005524,GO:0004672
LG21g575	GO:0005515,GO:0008410
LG21g576	GO:0005515
LG21g578	GO:0007186,GO:0016020,GO:0004930
LG21g58	GO:0016787
LG21g582	GO:0008083
LG21g583	GO:0008190,GO:0045947
LG21g584	GO:0005515,GO:0007165
LG21g585	GO:0032259,GO:0008168
LG21g589	GO:0032958,GO:0016301
LG21g59	GO:0005509
LG21g596	GO:0030145,GO:0000287,GO:0004721
LG21g600	GO:0006915,GO:0005739
LG21g602	GO:0008083
LG21g606	GO:0006260,GO:0005634,GO:0043625
LG21g607	GO:0005515
LG21g608	GO:0005515
LG21g613	GO:0016020,GO:0015276
LG21g615	GO:0055085,GO:0022857,GO:0016020
LG21g616	GO:0006511,GO:0031625
LG21g617	GO:0004198,GO:0006508
LG21g618	GO:0005515,GO:0005856,GO:0003774,GO:0016459,GO:0005524
LG21g619	GO:0005856
LG21g62	GO:0030246
LG21g620	GO:0006629,GO:0008081
LG21g621	GO:0006741,GO:0003951
LG21g622	GO:0005515
LG21g626	GO:0005509
LG21g628	GO:0005515,GO:0003774,GO:0016459,GO:0005524
LG21g630	GO:0006468,GO:0005524,GO:0004672
LG21g631	GO:0005515
LG21g634	GO:0003950
LG21g635	GO:0003950
LG21g637	GO:0008270,GO:0005515
LG21g638	GO:0007165,GO:0005515,GO:0005737
LG21g639	GO:0005515,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG21g64	GO:0005515
LG21g643	GO:0042981
LG21g644	GO:0006260,GO:0003677,GO:0003887,GO:0003676,GO:0005524
LG21g646	GO:0006369,GO:0005849,GO:0031124
LG21g647	GO:0016758
LG21g648	GO:0005509
LG21g650	GO:0007186,GO:0016020,GO:0004930
LG21g651	GO:0016746,GO:0051726,GO:0005634,GO:0000775,GO:0000278
LG21g652	GO:0016579,GO:0004843
LG21g653	GO:0016020,GO:0006811,GO:0005230
LG21g654	GO:0016020,GO:0006811,GO:0005230
LG21g655	GO:0005515
LG21g657	GO:0005515
LG21g664	GO:0008610,GO:0016491,GO:0005506
LG21g665	GO:0005680
LG21g667	GO:0007165,GO:0005515
LG21g670	GO:0005515
LG21g675	GO:0005515
LG21g681	GO:0030667,GO:0006887
LG21g682	GO:0007186
LG21g683	GO:0006508,GO:0004252
LG21g686	GO:0005515,GO:0016020,GO:0005737,GO:0009966
LG21g688	GO:0046872,GO:0016702
LG21g689	GO:0046872,GO:0016702
LG21g690	GO:0006412,GO:0003735,GO:0005840
LG21g692	GO:0003700,GO:0006355
LG21g698	GO:0006468,GO:0005524,GO:0004672
LG21g701	GO:0016020
LG21g702	GO:0016020
LG21g704	GO:0016020
LG21g705	GO:0016020
LG21g706	GO:0016020
LG21g707	GO:0016020
LG21g708	GO:0016020
LG21g709	GO:0016020
LG21g710	GO:0008757
LG21g712	GO:0005509
LG21g714	GO:0003677
LG21g715	GO:0003676
LG21g716	GO:0003924,GO:0005525
LG21g717	GO:0003735,GO:0005840,GO:0006412
LG21g718	GO:0016020
LG21g719	GO:0015095,GO:0016020,GO:0015693
LG21g720	GO:0016020,GO:0015276
LG21g724	GO:0008190,GO:0045947
LG21g725	GO:0005515,GO:0003723
LG21g728	GO:0008083,GO:0016020,GO:0004019,GO:0006164,GO:0000166
LG21g733	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG21g734	GO:0016491
LG21g735	GO:0005634,GO:0051028,GO:0003723,GO:0005737,GO:0006406
LG21g736	GO:0019915
LG21g737	GO:0003677
LG21g739	GO:0003824,GO:0005509,GO:0005524,GO:0005975
LG21g740	GO:0003755
LG21g741	GO:0005737,GO:0042325
LG21g742	GO:0016020,GO:0007154,GO:0055085
LG21g743	GO:0006915
LG21g745	GO:0003723
LG21g746	GO:0006468,GO:0005524,GO:0004672
LG21g748	GO:0016311
LG21g749	GO:0016758,GO:0016020,GO:0006486
LG21g750	GO:0000398,GO:0046540
LG21g752	GO:0003723
LG21g753	GO:0005515
LG21g754	GO:0005509
LG21g755	GO:0005337,GO:1901642,GO:0016020
LG21g760	GO:0006508,GO:0004252
LG21g766	GO:0004198,GO:0006508
LG21g768	GO:0016020
LG21g780	GO:0007264,GO:0005085,GO:0005509
LG21g781	GO:0005975,GO:0008184
LG21g782	GO:0022857,GO:0055085,GO:0016020
LG21g784	GO:0006123
LG21g788	GO:0000977,GO:0032422
LG21g793	GO:0008270,GO:0003677
LG21g796	GO:0016787
LG21g798	GO:0005515
LG21g800	GO:0003723
LG21g802	GO:0016272,GO:0051082,GO:0006457
LG21g803	GO:0016020,GO:0022857,GO:0055085
LG21g809	GO:0007186,GO:0016020,GO:0004930
LG21g815	GO:0003723
LG21g817	GO:0005515
LG21g824	GO:0000774,GO:0051087,GO:0042803,GO:0006457
LG21g825	GO:0035091
LG21g827	GO:0016020,GO:0022857,GO:0055085
LG21g828	GO:0003924,GO:0005525
LG21g829	GO:0003924,GO:0005525,GO:0005543
LG21g831	GO:0006821,GO:0055085,GO:0015108,GO:0016020
LG21g833	GO:0006955,GO:0016020,GO:0005164
LG21g834	GO:0003684,GO:0000012,GO:0005634
LG21g836	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG21g837	GO:0005524,GO:0004748,GO:0009263
LG21g838	GO:0016020
LG21g839	GO:0005515
LG21g84	GO:0032040
LG21g840	GO:0003924,GO:0005525
LG21g842	GO:0003729,GO:0000340
LG21g843	GO:0005096,GO:0051056
LG21g847	GO:0005680,GO:0005515
LG21g848	GO:0008017,GO:0007018,GO:0003777,GO:0005524
LG21g850	GO:0016298
LG21g851	GO:0016020,GO:0006508,GO:0004252,GO:0005515
LG21g854	GO:0007186,GO:0016020,GO:0004930
LG21g855	GO:0005515
LG21g857	GO:0005515
LG21g858	GO:0006420,GO:0005524,GO:0004814,GO:0005737,GO:0000166
LG21g859	GO:0007165,GO:0005515,GO:0008289
LG21g86	GO:0042470
LG21g860	GO:0016020,GO:0016012
LG21g871	GO:0003735,GO:0006412,GO:0005840
LG21g872	GO:0005515
LG21g874	GO:0005515
LG21g875	GO:0005525,GO:0003924
LG21g878	GO:0006468,GO:0005524,GO:0004672
LG21g88	GO:0005515
LG21g882	GO:0003677,GO:0003779
LG21g886	GO:0006468,GO:0004672
LG21g890	GO:0005515,GO:0005634,GO:0042054
LG21g891	GO:0003924,GO:0005525
LG21g892	GO:0006352
LG21g893	GO:0006511,GO:0007275,GO:0005737
LG21g894	GO:0003723
LG21g899	GO:0009966,GO:0016020,GO:0007275
LG21g9	GO:0003810,GO:0018149
LG21g901	GO:0006355,GO:0003700,GO:0003677
LG21g908	GO:0003723
LG21g909	GO:0016020
LG21g91	GO:0008073
LG21g92	GO:0006468,GO:0005524,GO:0004672
LG21g928	GO:0005515,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG21g934	GO:0006468,GO:0005524,GO:0004672
LG21g936	GO:0003677
LG21g939	GO:0003677
LG21g946	GO:0005515
LG21g947	GO:0005515
LG21g948	GO:0005515
LG21g95	GO:0042802,GO:0071805,GO:0016020,GO:0005267
LG21g953	GO:0005509,GO:0005576
LG21g957	GO:0004618,GO:0006096
LG21g958	GO:0006123
LG21g962	GO:0006468,GO:0004672,GO:0005515
LG21g964	GO:0005525
LG21g965	GO:0046983
LG21g966	GO:0005515
LG21g967	GO:0005515
LG21g968	GO:0005515
LG21g973	GO:0051537,GO:0016491
LG21g974	GO:0016020
LG21g975	GO:0008270,GO:0004181,GO:0006508
LG21g978	GO:0022857,GO:0016020,GO:0055085
LG21g980	GO:0016491
LG21g981	GO:0016491
LG21g982	GO:0016491
LG21g983	GO:0008270,GO:0046872
LG21g985	GO:0003676,GO:0005524
LG21g986	GO:0005515
LG21g987	GO:0005634,GO:0045893
LG21g988	GO:0005634,GO:0045893
LG21g990	GO:0030286,GO:0007017
LG21g992	GO:0003723
LG21g993	GO:0042765,GO:0016255
LG21g995	GO:0006096,GO:0004332
LG21g996	GO:0006468,GO:0005524,GO:0004672
LG21g997	GO:0003723,GO:0006396,GO:0008173
LG21g999	GO:0046872
LG223g1	GO:0004497,GO:0016705,GO:0005506,GO:0020037
LG224g2	GO:0034975,GO:0015035,GO:0016972,GO:0071949,GO:0005783
LG22g100	GO:0006270,GO:0005524,GO:0003677,GO:0042555,GO:0005634
LG22g1000	GO:0005515
LG22g1002	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG22g1004	GO:0008083
LG22g1005	GO:0006508,GO:0004252
LG22g1007	GO:0006508,GO:0004252
LG22g1009	GO:0006508,GO:0004252
LG22g1011	GO:0006508,GO:0004252
LG22g1013	GO:0006508,GO:0004252
LG22g1018	GO:0003723
LG22g1019	GO:0007186,GO:0016020,GO:0004930
LG22g102	GO:0003824
LG22g1020	GO:0003700,GO:0006355
LG22g1021	GO:0003924,GO:0005525
LG22g1023	GO:0005525
LG22g1025	GO:0005515
LG22g1029	GO:0005515,GO:0003774,GO:0016459,GO:0005524,GO:0003677
LG22g103	GO:0003824
LG22g1030	GO:0046983
LG22g1031	GO:0005515
LG22g1032	GO:0006468,GO:0005524,GO:0004672
LG22g1034	GO:0008270
LG22g1037	GO:0006355,GO:0043565,GO:0003700
LG22g1038	GO:0003677
LG22g1039	GO:0003677
LG22g1042	GO:0003700,GO:0006355
LG22g1043	GO:0003700,GO:0006355
LG22g1044	GO:0005515
LG22g1049	GO:0008073
LG22g105	GO:0008168
LG22g1051	GO:0008083,GO:0008406
LG22g1052	GO:0031151
LG22g1053	GO:0003755,GO:0008023,GO:0006368
LG22g1059	GO:0005515
LG22g106	GO:0003677,GO:0016020
LG22g1061	GO:0004866,GO:0005576,GO:0005615
LG22g1063	GO:0016538
LG22g1065	GO:0005515
LG22g1067	GO:0007186,GO:0016020,GO:0004930
LG22g1071	GO:0005515
LG22g1072	GO:0005515
LG22g1073	GO:0005515
LG22g1074	GO:0005515
LG22g1075	GO:0031683,GO:0019001,GO:0007186,GO:0003924
LG22g1077	GO:0031683,GO:0019001,GO:0007186,GO:0003924
LG22g1081	GO:0030117,GO:0006886,GO:0016192,GO:0030123,GO:0015031
LG22g1083	GO:0005515
LG22g1086	GO:0015031,GO:0016020
LG22g1087	GO:0005515
LG22g1089	GO:0008017,GO:0031175,GO:0005516,GO:0030507
LG22g1092	GO:0003676,GO:0005524
LG22g1093	GO:0005515,GO:0008017,GO:0007018,GO:0003777,GO:0005524
LG22g1095	GO:0004930,GO:0016020,GO:0007186
LG22g1097	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG22g1100	GO:0004725,GO:0006470
LG22g1106	GO:0006468,GO:0005524,GO:0004672
LG22g1107	GO:0003677
LG22g1116	GO:0005515
LG22g1123	GO:0005515
LG22g1124	GO:0005515
LG22g1130	GO:0016758,GO:0016020,GO:0006486
LG22g1132	GO:0006511,GO:0004843
LG22g1136	GO:0016020
LG22g1138	GO:0005515
LG22g1143	GO:0007186,GO:0016020,GO:0004930
LG22g119	GO:0051260,GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG22g120	GO:0015095,GO:0016020,GO:0015693
LG22g123	GO:0007166,GO:0016020,GO:0005515
LG22g125	GO:0007186,GO:0016020,GO:0004930
LG22g134	GO:0006468,GO:0005524,GO:0004672
LG22g135	GO:0006468,GO:0005524,GO:0004672
LG22g136	GO:0005789,GO:0006506
LG22g139	GO:0005515
LG22g141	GO:0007186,GO:0016020,GO:0004930
LG22g145	GO:0006412,GO:0003735,GO:0005840
LG22g146	GO:0016887,GO:0005524,GO:0004176,GO:0004252,GO:0006508
LG22g148	GO:0032259,GO:0008168
LG22g149	GO:0008168,GO:0005634,GO:0006364
LG22g150	GO:0016020,GO:0008168,GO:0005634,GO:0006364
LG22g151	GO:0007186,GO:0016020,GO:0004930
LG22g152	GO:0007186,GO:0016020,GO:0004930
LG22g156	GO:0007186,GO:0016020,GO:0004930
LG22g159	GO:0004725,GO:0006470,GO:0005515
LG22g183	GO:0005515
LG22g19	GO:0003824
LG22g190	GO:0003677,GO:0016020
LG22g192	GO:0005515
LG22g193	GO:0005515,GO:0006289,GO:0043161,GO:0003684
LG22g194	GO:0006457,GO:0051082,GO:0005783,GO:0005509
LG22g196	GO:0016459
LG22g198	GO:0016459,GO:0003774,GO:0005524
LG22g199	GO:0003774,GO:0016459,GO:0005524
LG22g200	GO:0016459
LG22g201	GO:0016459
LG22g202	GO:0016459
LG22g204	GO:0007186,GO:0016503,GO:0016020
LG22g209	GO:0007186,GO:0016503,GO:0016020
LG22g212	GO:0003924,GO:0005525
LG22g214	GO:0007264,GO:0005092
LG22g221	GO:0003723
LG22g225	GO:0005515
LG22g226	GO:0016887,GO:0005524
LG22g227	GO:0005840,GO:0006412,GO:0019843,GO:0003735
LG22g228	GO:0009055,GO:0051536
LG22g229	GO:0001527
LG22g23	GO:0005515
LG22g231	GO:0006897,GO:0016020
LG22g233	GO:0004721,GO:0005634,GO:0006397
LG22g235	GO:0007186,GO:0016020,GO:0004930
LG22g236	GO:0007186,GO:0016020,GO:0004930
LG22g24	GO:0005515
LG22g244	GO:0006468,GO:0005524,GO:0004672
LG22g245	GO:0004930,GO:0016020,GO:0007186
LG22g246	GO:0008290,GO:0051016
LG22g249	GO:0006468,GO:0005524,GO:0004672
LG22g25	GO:0006468,GO:0004672,GO:0005515
LG22g251	GO:0016592,GO:0003712,GO:0006357
LG22g253	GO:0016579,GO:0004843,GO:0008270
LG22g255	GO:0051726,GO:0004861,GO:0005634
LG22g256	GO:0003723
LG22g266	GO:0043565,GO:0003700,GO:0006355
LG22g267	GO:0007186,GO:0016020,GO:0004930
LG22g269	GO:0005525,GO:0003924
LG22g274	GO:0005515
LG22g282	GO:0016020,GO:0008654,GO:0016780
LG22g284	GO:0006468,GO:0005524,GO:0004672,GO:0004674
LG22g285	GO:0005216,GO:0055085,GO:0016020,GO:0006811
LG22g289	GO:0008270,GO:0003700,GO:0006355,GO:0043565
LG22g291	GO:0006468,GO:0005524,GO:0004672
LG22g292	GO:0006468,GO:0005524,GO:0004672
LG22g301	GO:0005515
LG22g304	GO:0005509
LG22g315	GO:0005509
LG22g316	GO:0005525
LG22g319	GO:0000976,GO:0006355,GO:0003700
LG22g321	GO:0005515
LG22g323	GO:0032264,GO:0003876
LG22g335	GO:0006357
LG22g337	GO:0003779
LG22g34	GO:0022857,GO:0055085
LG22g340	GO:0046983,GO:0003677
LG22g345	GO:0007165
LG22g346	GO:0005515
LG22g347	GO:0003677
LG22g348	GO:0016829,GO:0046961,GO:1902600,GO:0033179
LG22g353	GO:0005515
LG22g37	GO:0016758,GO:0016020,GO:0006486
LG22g371	GO:0007186,GO:0004930,GO:0016020
LG22g379	GO:0016010
